
300,2000,Region,2000/1,AFRICA,2019-05-10 00:00:00,,nzh,,0
301,2000,Region,2000/2,ASIA,2019-05-10 00:00:00,,nzh,,0
302,2000,Region,2000/3,EUROPE,2019-05-10 00:00:00,,nzh,,0
303,2000,Region,2000/4,NORTHERN AMERICA,2019-05-10 00:00:00,,nzh,,0
304,2000,Region,2000/5,OCEANIA,2019-05-10 00:00:00,,nzh,,0
305,2000,Region,2000/6,SOUTH AMERICA,2019-05-10 00:00:00,,nzh,,0
