
150,2000/3,1000/150,2019-05-10 00:00:00,nzh,,0
151,2000/3,1000/151,2019-05-10 00:00:00,nzh,,0
152,2000/3,1000/152,2019-05-10 00:00:00,nzh,,0
153,2000/3,1000/153,2019-05-10 00:00:00,nzh,,0
154,2000/3,1000/154,2019-05-10 00:00:00,nzh,,0
155,2000/3,1000/155,2019-05-10 00:00:00,nzh,,0
156,2000/3,1000/156,2019-05-10 00:00:00,nzh,,0
157,2000/3,1000/157,2019-05-10 00:00:00,nzh,,0
158,2000/3,1000/158,2019-05-10 00:00:00,nzh,,0
159,2000/3,1000/159,2019-05-10 00:00:00,nzh,,0
160,2000/3,1000/160,2019-05-10 00:00:00,nzh,,0
161,2000/4,1000/161,2019-05-10 00:00:00,nzh,,0
162,2000/4,1000/162,2019-05-10 00:00:00,nzh,,0
163,2000/4,1000/163,2019-05-10 00:00:00,nzh,,0
164,2000/4,1000/164,2019-05-10 00:00:00,nzh,,0
165,2000/4,1000/165,2019-05-10 00:00:00,nzh,,0
166,2000/5,1000/166,2019-05-10 00:00:00,nzh,,0
167,2000/5,1000/167,2019-05-10 00:00:00,nzh,,0
168,2000/5,1000/168,2019-05-10 00:00:00,nzh,,0
169,2000/5,1000/169,2019-05-10 00:00:00,nzh,,0
170,2000/5,1000/170,2019-05-10 00:00:00,nzh,,0
171,2000/5,1000/171,2019-05-10 00:00:00,nzh,,0
172,2000/5,1000/172,2019-05-10 00:00:00,nzh,,0
173,2000/5,1000/173,2019-05-10 00:00:00,nzh,,0
174,2000/5,1000/174,2019-05-10 00:00:00,nzh,,0
175,2000/5,1000/175,2019-05-10 00:00:00,nzh,,0
176,2000/5,1000/176,2019-05-10 00:00:00,nzh,,0
177,2000/5,1000/177,2019-05-10 00:00:00,nzh,,0
178,2000/5,1000/178,2019-05-10 00:00:00,nzh,,0
179,2000/5,1000/179,2019-05-10 00:00:00,nzh,,0
180,2000/5,1000/180,2019-05-10 00:00:00,nzh,,0
181,2000/5,1000/181,2019-05-10 00:00:00,nzh,,0
182,2000/5,1000/182,2019-05-10 00:00:00,nzh,,0
183,2000/5,1000/183,2019-05-10 00:00:00,nzh,,0
184,2000/5,1000/184,2019-05-10 00:00:00,nzh,,0
185,2000/5,1000/185,2019-05-10 00:00:00,nzh,,0
186,2000/5,1000/186,2019-05-10 00:00:00,nzh,,0
187,2000/6,1000/187,2019-05-10 00:00:00,nzh,,0
188,2000/6,1000/188,2019-05-10 00:00:00,nzh,,0
189,2000/6,1000/189,2019-05-10 00:00:00,nzh,,0
190,2000/6,1000/190,2019-05-10 00:00:00,nzh,,0
191,2000/6,1000/191,2019-05-10 00:00:00,nzh,,0
192,2000/6,1000/192,2019-05-10 00:00:00,nzh,,0
193,2000/6,1000/193,2019-05-10 00:00:00,nzh,,0
194,2000/6,1000/194,2019-05-10 00:00:00,nzh,,0
195,2000/6,1000/195,2019-05-10 00:00:00,nzh,,0
196,2000/6,1000/196,2019-05-10 00:00:00,nzh,,0
197,2000/6,1000/197,2019-05-10 00:00:00,nzh,,0
